supplier_name,total_spend,tender_count,agencies_count,on_time_delivery_pct,quality_rating,cost_competitiveness_score
Tritech Scientific Pte Ltd,521140.1,5,4,84.96,3.69,77.81
Trust Management Centre,548620.0,2,2,84.76,4.38,70.71
Tsai Sou Chiao,40.0,1,1,97.06,3.97,80.84
Tuffi Build Pte Ltd,1062920.0,1,1,100.0,3.78,79.53
Twinspark Contracting Pte Ltd,396000.0,1,1,93.16,3.97,79.68
U&P PTE. LTD.,772765.5,2,2,82.76,5.0,75.83
U3 INFOTECH PTE. LTD.,1206625.3,3,3,83.92,3.85,94.22
UAP SOLUTIONS PTE. LTD.,74660.0,1,1,88.64,3.48,76.66
UBS LIBRARY SERVICES PTE LTD,337500.0,1,1,90.57,4.45,94.19
UBS Library Services Pte Ltd,958553.13,7,4,80.1,4.01,83.64
UBT CONSTRUCTION PRIVATE LIMITED,7517154.0,1,1,93.78,3.25,81.51
UCARE.IO PTE. LTD.,1.0,1,1,88.68,5.0,76.87
UCORP HOLDINGS PTE. LTD.,12430.0,1,1,74.27,3.89,87.74
UCT TECHNOLOGY PTE. LTD.,65000.0,1,1,80.57,3.87,79.13
UDS DESIGN PTE. LTD.,425000.0,2,1,83.97,4.2,68.68
UEMS SOLUTIONS PTE. LTD.,86401847.88,27,17,87.42,5.0,68.35
UES HOLDINGS PTE. LTD.,398370224.0,7,2,100.0,3.09,82.22
"UFA, INC.",10255345.22,1,1,89.91,4.27,68.93
UFINITY PTE LTD,8954414.0,4,4,81.27,5.0,77.38
UFT STRUCTURE RE-ENGINEERING SDN.BHD.,232148.19,7,1,89.77,4.18,88.57
UG M&E PTE. LTD.,210626426.0,10,5,85.18,3.36,81.04
UGL (SINGAPORE) PTE. LTD.,99562582.0,3,1,90.6,3.73,70.78
UGS ENERGY PTE. LTD.,0.15,1,1,92.64,4.22,92.1
UI-LI PRINT & SERVICES,401800.0,2,2,97.67,4.9,83.48
UIC ASIAN COMPUTER SERVICES PTE LTD,14987746.19,14,11,87.81,3.9,88.18
UIC Asian Computer Services Pte Ltd,26564619.72,35,24,100.0,4.6,55.32
UL VERIFICATION SERVICES PRIVATE LIMITED,275432.0,2,2,95.26,3.24,81.31
ULRICH STEIN EINRICHTUNGEN GMBH,187371.93,1,1,82.34,3.23,86.42
ULTIMATE ALLIANCE CONSULTANCY PTE. LTD.,195410.0,2,2,100.0,3.81,95.0
ULTIMATE DISPLAY SYSTEM PTE LTD,328705.5,1,1,90.62,4.96,63.36
ULTRA SUPPLIES,521607.57999999996,4,3,81.32,4.14,90.06
ULTRANIZE PTE. LTD.,4776.0,1,1,100.0,4.27,94.44
ULVAC SINGAPORE PTE LTD,5366571.87,4,2,100.0,4.27,57.83
UMBRELLIUM LIMITED,195750.0,1,1,87.74,4.77,82.79
UMW EQUIPMENT & ENGINEERING PTE LTD,553519.0,4,1,83.97,3.73,84.18
UMW HEAVY EQUIPMENT (S) PTE. LTD.,110678.0,2,1,86.62,4.51,74.73
UMW HELMSION ENGINEERING PTE LTD,244695.0,1,1,93.72,3.6,73.1
UNEARTHED PRODUCTIONS PRIVATE LTD.,13095930.2,24,9,98.22,5.0,84.68
UNFAIR ADVANTAGE PTE. LTD.,1.0,1,1,92.56,3.62,71.85
UNI-PORT SERVICES PTE. LTD.,12373.0,1,1,88.81,3.57,75.83
UNI-TAT ICE & MARKETING PTE LTD,134758.0,5,1,99.98,4.43,86.12
UNICOAT PTE. LTD.,1251111.25,5,4,85.5,4.15,95.54
UNICORN INTERNATIONAL PTE LIMITED,231690.0,2,2,96.25,4.3,83.38
UNICORN OIL COMPANY PTE LTD,1044565.5,1,1,85.7,4.24,79.33
UNICORN PUBLISHING LLP,1.0,1,1,91.45,3.45,72.84
UNIFINE CHEMICAL PTE LTD,1317303.6,1,1,87.09,5.0,67.89
UNIGRADE TRADING PTE LTD,77758.25,2,2,87.55,4.64,89.1
UNILITE CHEMICALS PTE. LTD.,55730.0,2,1,84.98,4.92,76.47
UNIMED HEALTHCARE PTE. LTD.,18602.0,2,1,98.76,3.78,89.51
UNINEC CONSTRUCTION PTE LTD,1126650.0,3,3,82.14,4.35,74.7
UNION BOOK COMPANY (PRIVATE) LIMITED,322815.94999999995,5,2,82.08,4.22,71.51
UNION CENTRE PTE. LTD.,14000.0,1,1,100.0,4.78,82.21
UNION CONTRACTORS (SINGAPORE) PTE LTD,73184805.0,6,5,95.82,4.8,77.23
UNION M&E PTE. LTD.,4412895.0,5,4,68.92,4.22,65.94
UNION MARKETING & INDUSTRIES PTE LTD,103045.0,2,2,83.48,3.19,96.17
UNIPAC CONSULTING ENGINEERS LLP,380000.0,3,2,73.5,5.0,71.73
UNIPOOL TRADING PTE LTD,110915.18000000001,5,3,80.39,4.43,87.28
UNIPROTECT SECURITE,1827227.62,1,1,62.89,3.73,86.42
UNIQUE MOTORSPORTS PTE. LTD.,1048671.0,2,2,86.9,4.34,65.41
UNIQUE SPEED PTE. LTD.,1.0,1,1,78.86,3.19,67.98
UNIQUETECH PTE. LTD.,6337401.0,4,2,88.48,4.73,74.98
UNISON COLLABORATIVE PTE. LTD.,91113.46,5,4,75.0,3.22,69.34
UNIT4 ASIA PACIFIC PTE. LTD.,560933.14,1,1,88.66,3.97,95.26
"UNITECH CO., LTD.",193905.0,1,1,84.68,4.25,76.0
UNITECH CONTROL & INSTRUMENTATION PTE. LTD.,114000.0,1,1,100.0,4.72,86.9
UNITECH PTE. LTD.,84000.0,1,1,99.29,4.16,83.14
UNITED ALARMTRONICS SDN BHD,11170.36,1,1,94.28,4.48,80.64
UNITED AUTOMATION AND ENGINEERING SERVICES PTE. LTD.,138370.0,1,1,85.39,4.08,78.4
UNITED BMEC PTE LTD,37000.0,1,1,100.0,4.08,90.37
UNITED CEMENT PTE LTD,83.89,1,1,75.58,4.15,69.75
UNITED DESIGN PRACTICE LLP,130000.0,1,1,76.77,3.99,95.26
UNITED E & P PTE. LTD.,7870284.2,1,1,87.33,3.09,65.13
UNITED ENGINEERING PRIVATE LIMITED,1578000.0,1,1,100.0,3.64,85.82
UNITED LAUNDRY PTE. LTD.,383636.0,4,3,86.38,4.25,63.95
UNITED LEGAL ALLIANCE LLC,1250.0,1,1,86.53,3.95,74.84
UNITED LIFESTYLE PTE LTD,76634.0,2,2,76.46,4.01,78.93
UNITED MEDICARE (ELIZABETH DR) PTE. LTD.,1.0,1,1,95.57,3.91,73.13
UNITED MEDICARE PTE LTD,17200002.0,3,1,95.63,3.58,76.18
UNITED OVERSEAS BANK LIMITED,3.1799999999999997,3,2,94.31,3.8,64.13
UNITED OVERSEAS INSURANCE LIMITED,1820170.66,2,2,82.97,3.92,68.13
UNITED POWER & RESOURCES PTE. LTD.,11020573.379999999,6,2,82.35,4.1,82.98
UNITED PROJECT CONSULTANTS PTE LTD,0.0,1,1,77.66,4.34,78.3
UNITED SCIENTIFIC EQUIPMENT PTE LTD,223295.0,3,3,88.67,3.99,71.09
UNITED SECURITY SERVICES SDN. BHD.,207629.83,1,1,79.36,3.48,91.24
UNITED SHIPPING SERVICES PTE. LTD.,440050.27,4,4,78.58,3.26,65.8
UNITED SPECIALISTS PTE LTD,1946385.0,5,5,84.61,5.0,74.38
UNITED SURVEYORS PTE LTD,553650.0,3,3,84.09,3.42,72.94
UNITED TECH ENGINEERING PTE LTD,5694000.0,1,1,83.7,3.79,84.15
UNITED VALUERS PTE. LTD.,0.02,2,1,91.73,4.41,78.48
UNITEST INSTRUMENTS PTE. LTD.,1720279.68,10,3,88.63,4.32,76.92
UNIVERSAL AV PTE. LTD.,539300.0,3,1,85.69,4.41,59.56
UNIVERSAL DISPLAYS PTE LTD,1408223.2,19,6,89.46,3.83,86.65
UNIVERSAL MARINE SURVEYING & CONSULTANCY (S) PTE LTD,10800.0,1,1,80.07,4.24,75.82
UNIVERSAL SINGAPORE AIRPORT SERVICES PTE LTD,2852782.25,2,1,88.84,4.14,79.16
UNIVERSUM COMMUNICATIONS PTE. LTD.,1.0,1,1,89.2,3.91,70.51
UNLEASH & SOAR,500280.0,5,2,75.98,4.25,68.94
UNTITLED FILM PROJECT PTE. LTD.,428947.5,1,1,95.97,4.73,92.99
UOB Asset Management Ltd,440000.2,3,3,80.95,4.09,60.27
UOL CLAYMORE INVESTMENT PTE. LTD.,6154.5,3,2,88.72,4.09,67.46
UOL SOMERSET INVESTMENTS PTE. LTD.,300.0,1,1,97.32,4.74,92.8
UP BRANDBUZZ PTE. LTD.,296302.55,3,3,95.41,4.68,84.41
UPNEXTLAB PTE. LTD.,92811.0,1,1,88.27,5.0,74.75
UPTIME MANAGEMENT ASSOCIATES,20001.0,2,1,85.1,3.05,90.47
URBAN 3 ARCHITECTS,641450.0,4,2,95.58,4.64,82.47
URBAN FOREST DESIGN PTE LTD,850803.6799999999,3,3,93.4,4.46,80.33
URBANTACT,9486.0,1,1,83.05,3.57,80.26
URECON AUTOMATION PTE. LTD.,105850.0,1,1,81.64,4.25,82.65
USAE PTE LTD,149945.0,1,1,71.42,4.73,83.06
USC SOLUTIONS PTE LTD,473990.0,3,3,89.23,3.6,99.96
USER EXPERIENCE RESEARCHERS PTE. LTD.,2004.0,5,3,87.34,4.37,76.05
USL ASIA PACIFIC PTE LTD,1945727.0,1,1,97.09,4.62,76.36
UST GLOBAL (SINGAPORE) PTE. LIMITED,3405320.05,3,2,90.87,3.46,65.63
UT ENGINEERING PTE. LTD.,784800.0,1,1,98.67,4.01,77.48
UTRACO HOLDINGS PTE. LTD.,15526064.0,2,1,82.42,4.28,96.63
UTRACO PTE. LTD.,9148177.5,1,1,97.11,3.62,87.84
UVW BUILDING SERVICES PTE. LTD.,4264715.0,8,5,83.77,3.57,72.56
UX CONSULTING PTE. LTD.,4000.0,1,1,94.22,4.02,78.3
UXC RED ROCK CONSULTING (SINGAPORE),134350.0,1,1,76.33,4.58,65.04
Ufinity Pte Ltd,25826367.0,8,4,89.88,4.49,68.31
Unicorn International Pte Limited,8546032.44,10,3,72.12,3.58,79.49
Unique Colour Separation Pte Ltd,1.0,1,1,85.86,4.49,73.06
United BMEC Pte Ltd,1120732.5,9,7,91.52,3.6,67.55
United Lifestyle Pte Ltd,5439195.64,13,9,83.83,3.13,82.9
United Scientific Equipment Pte Ltd,1671723.5,9,6,79.6,3.88,77.18
United Sports Industries (Private) Limited,2891530.0,2,1,94.77,4.77,62.32
"Universal Protection Services, LP. DBA: Allied Universal Security Services",307826.76,1,1,87.17,4.49,57.25
University of Exeter,1174.02,1,1,84.08,4.1,72.3
University of Sheffield,22799.33,1,1,88.34,3.85,62.12
University of Technology Sydney,9338.92,1,1,100.0,3.87,59.31
Unusual Productions Pte Ltd,3532295.0,4,4,97.23,4.17,89.29
V & M MIXTEC ASIA SDN. BHD.,68764.32,1,1,97.3,3.46,77.02
V HOTEL MANAGEMENT PTE. LTD.,946.0,3,2,91.48,3.89,75.35
V-KOOL INTERNATIONAL PTE. LTD.,97275.0,1,1,89.33,3.97,76.12
V.SHIPS ASIA GROUP PTE. LTD.,258838.0,1,1,68.83,3.29,66.62
V3 SMART TECHNOLOGIES PTE. LTD.,568425.0,1,1,82.57,3.6,82.11
V8 ENVIRONMENTAL PTE LTD,303450.0,2,2,84.16,4.35,76.69
VA TECH WABAG (SINGAPORE) PTE. LTD.,27562641.0,15,1,73.0,4.11,70.43
VACAIN DESIGN PTE. LTD.,1.0,1,1,78.74,3.91,71.92
VALENCIA DESIGN PTE. LTD.,2503535.0,7,6,72.15,3.55,65.73
VALENTINO ENTERPRISE PTE LTD,815.63,1,1,87.69,5.0,73.94
VALESIDE PTE LTD,203.5,1,1,94.55,3.6,75.6
VALEURHR PTE. LTD.,37929.1,1,1,96.85,4.25,73.68
VALTECH DIGITAL SINGAPORE PTE. LTD.,357735.23,1,1,91.32,3.81,78.55
VALUE VALVES PTE. LTD,37906.0,1,1,80.29,4.12,77.21
VALUE VALVES PTE. LTD.,334400.0,1,1,72.54,4.37,80.31
VALUTEMP PTE. LTD.,1440.0,1,1,73.95,3.28,87.43
VANCE CHEMICALS PTE. LTD.,35247.5,2,2,77.85,4.1,83.93
VANDTECH SYSTEMS SDN.BHD.,88300.8,1,1,80.89,4.81,87.55
VANGUARD INTERIORS PTE LTD,5319701.8100000005,9,9,86.72,5.0,69.52
VANSTAR CIVIL ENGINEERING PTE. LTD.,14142000.0,2,2,79.89,4.02,72.91
VANTAGE AUTOMOTIVE LIMITED,1382345.8399999999,4,2,90.71,4.13,84.54
VANTAGE CONSTRUCTION PTE LTD,540800.0,1,1,86.14,5.0,84.71
VANTAGE POINT SECURITY PTE. LTD.,3750.0,1,1,88.08,4.78,71.21
VAPOR PTE. LTD.,1.0,1,1,97.12,3.73,84.12
VARL OFFICE SYSTEMS PTE LTD,128984.5,1,1,78.56,3.73,68.56
VCOP Pte Ltd,2232433.0,3,3,91.35,4.67,82.81
VEC Environment Pte Ltd,720500.0,1,1,87.89,3.49,77.74
VECTOR BIOMED PTE. LTD.,697607.73,9,6,85.33,4.75,64.16
VECTOR FOILTEC PTE. LTD.,4421400.0,1,1,95.08,4.3,73.66
VECTOR INFOTECH PTE LTD,475000.0,1,1,95.03,4.41,99.82
VECTRA INFORMATION SECURITY PTE LTD,307000.0,1,1,80.43,3.95,80.03
VEECO ASIA PTE LTD,4832427.6,1,1,86.54,3.72,100.0
VEEV DIGITAL WORKS PTE. LTD.,737885.0,3,3,90.25,4.98,63.56
VEEV INTERACTIVE PTE. LTD.,589325.0,2,2,85.82,3.95,85.51
VEGA PROJECT PTE. LTD.,472828.86000000004,2,2,92.68,3.85,52.66
VEGSTATION PTE. LTD.,5834.28,1,1,90.25,4.05,78.0
"VENTUREBEAT,INC.",121770.0,1,1,100.0,4.22,84.31
VENUS ENTERPRISES PTE. LTD.,1474371.99,4,2,75.76,3.48,86.38
VENZ EXPRESS,268100.0,1,1,87.02,3.76,70.01
VEOLIA ES SINGAPORE INDUSTRIAL PTE. LTD.,1995068.92,7,3,80.73,3.73,88.39
VEOLIA ES SINGAPORE PTE. LTD.,1232329.0,4,4,92.83,4.61,72.66
VERITAS PETROLEUM SERVICES (ASIA) PTE. LTD.,19440.0,2,1,75.06,3.57,76.36
VERMINATOR PTE. LTD.,49570303.79,15,6,90.77,3.05,73.67
VERONE WELLNESS ENTERPRISE,347256.0,1,1,82.96,2.92,66.64
VERSO DIGITAL PTE. LTD.,318000.0,1,1,82.13,3.22,93.7
VERSUM MATERIALS SINGAPORE PTE. LTD.,1228413.23,3,3,76.43,4.92,78.48
VERT ENERGIE PTE. LTD.,940870.0,1,1,84.28,4.11,88.87
VERTEX AUTOMOBILE PTE. LTD.,124100.0,1,1,96.68,4.4,88.45
VERTEX EURO MOTORS PTE. LTD.,178780.0,1,1,87.8,4.42,68.32
VERTICAL MILES PTE. LTD.,2603655.0,3,3,93.02,4.13,90.16
VERTICURL PTE. LTD.,1365028.2,1,1,100.0,4.06,83.03
VERTIV (SINGAPORE) PTE. LTD.,529644.0,2,2,90.11,4.73,67.59
VERTIX ASIA-PACIFIC PTE. LTD.,5970255.0,8,4,83.53,4.19,82.49
VERYDAY AB,643939.0,1,1,91.74,4.94,67.77
VERZTEC CONSULTING PTE. LTD.,290803.97,11,8,83.65,4.47,94.06
VESTAR IRON WORKS PTE LTD,40235000.0,9,3,83.96,3.73,86.14
VHF TECHNOLOGIES PTE LTD,206280.0,2,1,75.84,3.8,77.29
"VIA TRANSPORTATION, INC.",76412.0,1,1,95.41,3.66,90.65
VICAM ELECTRONICS PTE LTD,254839.0,1,1,84.91,4.83,62.18
VICINITY STUDIO PTE. LTD.,64400.0,1,1,89.46,3.86,70.51
VICO CONSTRUCTION PTE. LTD.,226700000.0,1,1,79.71,3.62,75.48
VICOM LTD,541234.0,2,1,91.49,4.29,100.0
VICTOR ENGINEERING & TRADING PTE LTD,18786264.23,5,5,81.9,4.04,67.3
VICTORY ATHLETICS,54210.0,1,1,86.87,4.28,60.93
VIDDSEE PTE. LTD.,2163270.15,1,1,95.02,5.0,63.56
VIDEO HOUZE PTE. LTD.,9090.0,1,1,94.33,4.65,87.06
VIDEOTEL CONSULTANTS AND RENTALS LIMITED,197267.0,1,1,87.82,4.12,72.06
VIERING JENTSCHURA & PARTNER LLP,1661328.64,3,2,73.85,3.25,76.41
VIGCON CONSTRUCTION PTE LTD,99603535.0,4,3,100.0,3.8,85.63
VIKCONNECT PTE. LTD.,8021110.0,2,2,100.0,4.53,76.42
VIKING LIFE-SAVING EQUIPMENT PTE LTD,497640.5,3,1,93.78,3.4,80.04
VIKING MARINE SERVICES PTE. LTD.,7650.0,1,1,81.97,5.0,83.35
VILLAGE HOTEL ALBERT COURT,1149.5,7,2,87.09,4.11,73.69
VILLAGE HOTEL BUGIS,61765.0,7,3,83.65,4.13,76.34
VILLAGE HOTEL CHANGI,939898.0,8,3,98.11,3.7,80.42
VILLAGE HOTEL KATONG,1251.62,7,2,90.1,4.4,86.68
VILLAGE HOTEL SENTOSA,324.5,2,1,81.73,3.41,70.08
VINCENT TAN ENG KIAT,31395.0,3,2,84.23,5.0,47.79
"VINCENT, HAN & ASSOCIATES",4630.0,1,1,96.97,4.89,84.8
VINOVA PTE. LTD.,325750.0,1,1,100.0,4.69,87.28
VINTEDGE PTE LTD,239260.0,2,2,100.0,3.27,80.0
VINTEDGE TECHNOLOGIES PTE. LTD.,696400.0,1,1,94.06,4.22,80.68
VIRTALIS LIMITED,478869.0,1,1,85.98,4.83,72.36
VISCO JOINT STOCK,717657.79,1,1,62.07,4.46,83.0
VISCOY PTE. LTD.,68180.0,1,1,90.38,3.5,86.53
VISEO ASIA PTE. LTD.,551220.0,1,1,87.99,3.71,78.56
VISHUO BIOMEDICAL PTE. LTD.,151200.0,1,1,89.12,3.83,100.0
VISION ASIA TECHNOLOGY PTE. LTD.,144990.0,1,1,88.43,3.74,62.36
VISION DISPLAY PTE. LTD.,295845.0,2,2,77.39,5.0,79.63
VISION EEK TECHNOLOGY SDN. BHD.,117631.25,1,1,92.46,2.95,66.26
VISION ELEVATOR COMPONENTS & SOLUTIONS PROVIDER PTE. LTD.,106200.0,1,1,93.06,4.49,86.8
VISION STATIONERY AND TRADING COMPANY,8643092.690000001,6,2,93.46,3.32,62.19
VISION STRATEGY STORYTELLING PTE. LTD.,4750.0,1,1,95.57,3.52,64.66
VISIONICS ENGINEERING PTE. LTD.,3538415.0,4,1,92.83,2.89,71.67
VISIONS AV PTE. LTD.,95000.0,1,1,84.72,3.77,80.66
VISMARK FOOD INDUSTRIES PTE. LTD.,15150.0,1,1,87.43,5.0,72.05
VISTA HEALTH PTE. LTD.,249500.0,1,1,88.73,4.26,72.15
VISUAL STUDIO SINGAPORE PRIVATE LIMITED,899800.0,2,2,88.86,3.38,76.19
VISUALWERKS,750000.0,1,1,95.99,4.71,75.58
VISWALAB SINGAPORE PTE. LTD.,8460.0,2,1,93.15,4.84,92.87
VIVAMUI PTE. LTD.,95150.82,1,1,100.0,4.16,84.86
VIVARCH ENRICHMENT PTE. LTD.,22323.67,2,2,100.0,5.0,74.75
VIVATA PTE. LTD.,9471030.8,9,8,88.64,4.59,98.97
VIVIDTHREE PRODUCTIONS PTE. LTD.,853980.0,2,2,57.31,4.51,82.92
VIVITRO LABS INC.,143180.75,1,1,97.89,3.62,68.31
VIZEUM SINGAPORE PTE. LTD.,855796.0,2,2,83.68,4.48,80.57
VIZOR LIMITED,11860140.0,1,1,81.59,4.23,83.36
VLAND CONSULTANTS PTE. LTD.,5067900.0,1,1,84.81,4.41,71.12
VM EDUCATION PTE. LTD.,100296.0,1,1,84.43,3.69,67.47
VMD PTE. LTD.,14895570.0,1,1,92.9,4.18,78.86
VMS ADVANCE PTE. LTD.,74440.0,3,2,75.52,3.61,74.4
VMSD PTE. LTD.,206261.5,7,3,79.38,2.81,92.79
VOCAL VANTAGE,56000.0,1,1,90.75,4.7,85.41
VOITH TURBO PTE. LTD.,600000.0,1,1,92.98,3.2,71.59
VOLKSWAGEN GROUP SAUDI ARABIA LLC,87759.14,1,1,93.13,4.16,82.26
VOLKSWAGEN GROUP SINGAPORE PTE LTD,676476.55,2,2,81.7,4.3,90.67
VOLTAS LIMITED,59996295.0,1,1,80.17,4.3,64.06
VOLUNEX PTE. LTD.,1285.0,1,1,83.95,3.93,67.77
VOLVO CONSTRUCTION EQUIPMENT SINGAPORE (PTE.) LTD.,281824.74,2,1,89.92,4.26,77.89
VOLYTY PTE. LTD.,245.0,1,1,99.88,4.38,78.36
VOODOO COMMUNICATIONS PTE. LTD.,295334.0,5,5,71.62,4.54,77.48
VOUCH SG PTE. LTD.,726400.0,1,1,86.23,5.0,74.89
VOUSE PTE. LTD.,1.0,1,1,77.34,4.24,74.74
VOX GROUP PTE. LTD.,180000.0,1,1,74.78,4.14,81.84
VOYAGE MONDAINE PTE. LTD.,93421.0,1,1,95.74,3.56,89.34
VPLAN SOLUTION,91254.6,1,1,92.36,4.36,73.19
VRM OPERATIONS (SINGAPORE) PTE. LTD.,115000.0,1,1,91.6,4.5,100.0
VROOM VROOM OFFICE SERVICES,1.0,1,1,95.37,3.98,97.61
VSOLUTIONS PTE LTD,712150.39,5,5,84.16,4.43,91.29
VSolutions Pte Ltd,1969865.0,10,6,84.54,3.92,84.22
VT GLOBAL MARINE ENGINEERING PTE. LTD.,814.76,1,1,100.0,4.5,98.08
VTEC SYSTEMS (ASIA) PRIVATE LIMITED,925005.45,3,3,86.03,4.65,75.1
VTHERE PTE. LTD.,1.0,1,1,93.88,4.64,69.67
VTRIUM ENERGY PTE. LTD.,1.0,1,1,88.05,4.17,72.74
VVOLVE MANAGEMENT CONSULTANTS PTE. LTD.,1155988.0,5,2,73.21,3.48,67.97
VWR SINGAPORE PTE. LTD.,6268795.26,35,12,71.64,3.73,79.22
VYOM,130788.84,1,1,83.37,4.46,81.0
Varl Office Systems Pte Ltd,135720.0,1,1,96.45,5.0,80.01
Varney Aviation Ltd,230000.0,1,1,94.31,3.9,77.88
Vasundara Malaysia Sdn. Bhd.,32921.35,1,1,95.31,4.37,79.33
Victor Enterprises Pte Ltd,46200.0,1,1,80.1,3.77,95.36
Viewqwest Pte Ltd,32771.0,1,1,100.0,3.52,84.2
Vision Security Technologies Pte Ltd,98080.0,1,1,80.28,3.69,87.23
Vistron Pte Ltd,428930.0,1,1,89.7,2.85,79.91
Vitrinen- und Glasbau REIER GmbH,1.0,1,1,87.92,4.91,61.84
Volvo East Asia (Pte) Ltd,32019938.0,7,3,86.61,2.76,59.86
W ARCHITECTS PTE. LTD.,8630000.0,3,2,98.71,3.94,98.83
W SINGAPORE SENTOSA COVE HOTEL,65853.3,6,2,82.36,3.39,72.68
W&K MERCANTILE,128119.0,1,1,77.2,3.57,71.83
W'RAY CONSTRUCTION PTE. LTD.,70299038.0,7,4,88.16,4.93,80.46
W.H. BRENNAN & COMPANY (PRIVATE) LIMITED,37157073.95,22,2,84.8,4.22,83.5
W.L. GORE & ASSOCIATES (PACIFIC) PTE LTD,17617536.0,2,1,100.0,3.52,84.77
W2 INDUSTRIAL SERVICES HUB PTE. LTD.,9041720.0,5,2,93.41,3.75,95.74
"WAFERGEN, INC.",245372.67,1,1,84.73,3.64,93.01
"WAGGENER EDSTROM WORLDWIDE, INC.",78000.0,1,1,79.55,4.07,69.89
WAH & HUA PTE LTD,3368000.0,1,1,72.96,4.2,87.69
WAH LOON ENGINEERING PTE. LTD.,2838216.71,1,1,79.8,5.0,74.16
WAH SO SIMPLE! LLP,20710.0,2,2,88.92,2.95,76.62
WAH SONG ENTERPRISE,3352050.0,3,1,99.42,4.08,67.06
WAI FONG CONSTRUCTION PTE LTD,56447082.0,4,2,96.97,3.91,61.07
WAKILI PTE. LTD.,106765.2,4,3,89.83,4.67,77.68
WALKY TALKY FILMS PTE. LTD.,136500.0,1,1,85.41,4.31,68.44
WALL STREET PTE. LTD.,69913.55,1,1,90.15,4.45,87.28
WALSON FOOD DISTRIBUTOR PTE. LTD.,71543.92,4,3,83.85,4.31,75.19
WAN CHUNG CONSTRUCTION (SINGAPORE) PTE. LTD.,201962009.0,8,5,100.0,3.54,81.09
WAN SHENG HAO CONSTRUCTION PTE LTD,33931000.0,2,2,86.49,4.83,91.68
WAND INSPIRATION NETWORK PTE. LTD.,2388880.0,2,2,87.31,4.58,63.15
WANG & EF TAN ASSOCIATES CONSULTING & REGISTERED SURVEYORS,1571800.0,8,6,70.27,4.65,70.75
WANG FANG LIANG,41580.0,2,2,86.44,4.86,79.81
WANG MEIJIE,100.0,1,1,94.69,4.35,81.13
WANG XU,27540.0,1,1,79.46,4.99,89.03
WANG YINGZHAO,102000.0,1,1,81.99,4.33,86.67
WANG-FU INDUSTRY (PTE) LTD,56800.0,2,1,94.34,3.97,78.97
WANHE INTERNATIONAL SINGAPORE PTE. LTD.,1628.0,1,1,76.19,4.1,81.03
WANIN INDUSTRIES PTE LTD,165312.0,1,1,96.46,4.09,81.31
WARBURG VENDING PTE LTD,2.1,2,2,83.74,3.79,63.3
WARIDI EVENTS LIMITED,57628.57,1,1,84.89,5.0,76.44
WARTSILA VOYAGE PACIFIC PTE. LTD.,284715.0,1,1,79.01,4.28,80.48
WASSON-ECE SOUTH-EAST ASIA PTE. LTD.,497780.0,2,1,91.02,4.16,82.59
WATERCHEM ENVIROTECH PTE. LTD.,962480.0,3,1,100.0,4.33,68.76
WATERJOY (S) PTE LTD,168465.0,1,1,94.25,5.0,65.31
WATERLAND SERVICES PTE. LTD.,5708401.36,8,4,81.09,3.42,75.65
WATERPLAYZ,456552.0,1,1,97.08,3.59,97.67
WATERS PACIFIC PTE. LTD.,3926309.21,22,7,85.47,3.27,69.81
WAVELENGTH OPTO-ELECTRONIC (S) PTE. LTD.,2432041.16,4,2,99.0,3.96,89.74
WAVEREACH PTE. LTD.,945792.0,2,1,94.45,4.25,93.85
WAVEZLINK LLP,77880.0,1,1,64.45,3.82,78.45
WAYGOOD INDUSTRIES PTE LTD,214676.0,2,2,79.97,3.78,71.2
WBL ENGINEERING & DISTRIBUTION PTE. LTD.,92000.0,1,1,95.56,4.19,83.13
WD & CHEZRICH BUILDER LIMITED LIABILITY PARTNERSHIP,1813084.75,7,6,89.21,3.8,79.95
WDC CONSULTING SINGAPORE PTE. LTD.,251933.0,6,5,79.81,4.29,69.41
WE AND ME,1.0,1,1,82.93,4.77,71.41
WEARNES AUTOMOTIVE PTE. LTD.,487025.76,3,3,72.75,4.51,82.54
WEAVE PTE. LTD.,327780.0,4,3,87.29,4.63,87.33
WEB SYNERGIES (S) PTE LTD,4880.0,1,1,100.0,4.75,74.77
WEBCALL PTE. LTD.,10200.0,1,1,94.44,4.27,77.31
WEBER OH TENNIS SCHOOL,180.0,1,1,100.0,4.0,84.69
WEBSPARKS PTE. LTD.,2684901.51,7,6,95.06,3.64,76.28
WEC ENGINEERS & CONSTRUCTORS PTE LTD,11074000.0,1,1,96.22,3.87,75.01
WEE HUR CONSTRUCTION PTE LTD,183873953.0,4,3,100.0,3.79,70.45
WEE MING-HUEY,1.0,1,1,91.02,4.54,70.27
WEE POH CONSTRUCTION CO. (PTE.) LTD.,201000000.0,1,1,86.5,4.31,100.0
WEE SWEE TEOW LLP,90250.0,2,2,96.26,4.52,76.04
WEE TOON HEE,40.0,1,1,99.63,3.4,91.65
WEE TOON TENG,40.0,1,1,84.16,4.96,94.84
WEE-BUILT PTE. LTD.,7357976.0,8,5,82.23,3.84,76.16
WEI LONG ELECTRONICS ENGINEERING PTE LTD,2472903.0,6,5,89.11,3.44,81.68
WEI SHENG ENGINEERING PTE. LTD.,1276175.25,1,1,94.65,3.84,79.02
WEI SIANG DESIGN CONSTRUCTION PTE. LTD.,2415800.0,2,2,94.38,5.0,61.88
